130105,1,月3; 木1,財政学‐A,深澤 映司,2 ; 3 ; 4,専門教育科目 昼間主開講・基礎科目,2,,●授業の形式\\n・授業は講義形式で行います。\\n・毎回の講義内容について、必ず復習をするようにして下さい(1回の講義(90分)に対して240分程度の自習を目途とします)。\\n●授業のスケジュール\\n・全15回の講義を経て、期末試験を行います。\\n・授業には毎回出席してください(4回以上欠席した場合は、正当な理由(忌引き、感染症への感染など)が認められない限り、期末の評価を「不可」とします)。\\n第1回   ガイダンス\\n第2回   国の予算・決算制度\\n第3回   国の歳出 (1):社会保障関係費\\n第4回   国の歳出 (2):公共事業関係費、防衛関係費\\n第5回   国の税収 (1):所得税\\n第6回   国の税収 (2):消費税\\n第7回   国の税収 (3):法人税\\n第8回   国の税収 (4):資産課税(相続税・贈与税等)\\n第9回   国の税収 (5):個別消費税\\n第10回  国際課税\\n第11回  税外収入\\n第12回  国債の発行と管理\\n第13回  財政投融資\\n第14回  財政赤字の拡大は何が問題なのか\\n第15回  財政規律の維持と独立財政機関\\n<期末試験>\\n上記の達成目標に到達しているかどうかを判定するための出題を行います。\\n試験の詳細については、授業の中で改めてお知らせします。,成績は、期末に行われる試験(国家財政の本質をしっかり理解できているかどうかを確認するための出題を行います)の答案を踏まえて評価します。\\n期中における小テストや授業を通じた課題等は、予定していません(期末試験のみの評価となります)。\\n4回以上の欠席は、やむを得ない理由(忌引き、感染症への感染など)が認められない限り、期末試験の得点に関わらず「不可」の評価となります。,
130106,1,月3; 木1,刑法総論‐A,辻本 淳史,2 ; 3 ; 4,専門教育科目 昼間主開講・基礎科目,2,,※ あくまでも予定です。理解度に応じて変更する場合があります。\\n第1週  ガイダンス\\n第2週  刑法の基本原則(1)――罪刑法定主義\\n第3週  刑法の基本原則(2)――行為主義、侵害原理、責任主義\\n第4週  構成要件の意義・機能\\n第5週  不作為犯論(1)――作為・不作為の区別、不真正不作為犯の存在\\n第6週  不作為犯論(2)――不真正不作為犯の成立要件\\n第7週  因果関係論(1)――刑法上の因果関係について\\n第8週  因果関係論(2)――相当因果関係と客観的帰属\\n第9週  違法性の基礎理論\\n第10週 正当行為論\\n第11週 正当防衛論(1)――正当防衛論の基礎\\n第12週 正当防衛論(2)――正当防衛論の現代的展開\\n第13週 緊急避難論\\n第14週 被害者の承諾\\n第15週 予備日,小テスト:期末試験を、30:70の割合で評価する。\\n(刑法の専門用語を正しく用いることができるか、判例の内容を説明することができるか、事例について刑法理論にもとづいた自分の判断を示すことができるか、を評価の基準とします。),【連絡先】\\natjmt@eco.u-toyama.ac.jp\\n【オフィス・アワー】\\n水曜日5限(事前に問い合わせをお願いします)
130112,1,木3; 木4,商学総論,平田 透,2 ; 3,専門教育科目 経営系基盤科目,2,,講義形式で実施します。講義に使用する資料は適宜配布します。前半は、商業の実態に関して、後半は関連する理論的考え方などを中心に説明します。\\n回数   講義タイトル     講義内容\\n第1回  ガイダンス      商学とは何か、どのような分野があるか\\n第2回  商学の基本      取引の基本、需要と供給のバランス、商流と物流\\n第3回  取引に関連する法律  所有権、法人、商号について\\n第4回  流通(1)       生産と消費を結ぶ流通機構の歴史と機能\\n第5回  流通(2)       生産財と消費財、さまざまな流通経路\\n第6回  生産と価値創造    投入と産出、付加価値の考え方\\n第7回  中間流通       卸売業と小売業の機能、商品供給、棚割り\\n第8回  チェーンストア    レギュラーチェーン、フランチャイズチェーンの仕組み\\n第9回  小売業形態の変遷   商店街、百貨店、スーパーマーケット、コンビニエンスストア、ディスカウントストア\\n第10回  理論的考え方(1)   3C(企業、顧客、競争相手)と4P(商品、価格、流通、プロモーション)\\n第11回  理論的考え方(2)   真空地帯理論、取引最小化理論、イノベーター理論など\\n第12回  理論的考え方(3)   顧客設定と価格設定の考え方、マスマーケットからセグメントマーケットへ\\n第13回  基本的な分析手法    ABC分析、RFM分析\\n第14回  情報化と商業      Webによる構造変化\\n第15回  まとめ\\n定期試験,定期試験60%、適宜実施する小テストまたは小レポート40%。\\n<評価基準>\\n達成目標に示す内容について、正しく理解している,
130113,1,木3; 木4,データサイエンスのための数学-A,横山 一憲,2 ; 3,専門教育科目 DS系基盤科目,2,,単元としては一部数学III・Cまでの範囲で重なる内容もありますが; 主に高校の数学をこえた内容を扱います.数学の得意な人は; やさしいからといってあなどらないでください.数学の苦手な人も; 及び腰にならないで下さい.かならずマスターできます.授業では毎回; 問題演習の時間を設けます.数学は積み重ねが大切です.毎週出席して確実に習得して下さい.問題演習で分からないことがあれば、積極的に質問してください.演習は出欠の集計を兼ねていますので; かならず提出してください.\\n(1)-(16)は便宜的にふった数字なので; かならずしもこの順序どおりにすすめるわけではないことに注意して下さい。.\\n(1) 指数の一般化1:x のマイナス乗\\n(2) 指数の一般化2:x の1/n 乗\\n(3) 指数関数とグラフ\\n(4) 対数と対数関数のグラフ\\n(5) 対数の計算\\n(6) 指数とマイナス乗の微分\\n(7) 指数関数・対数関数の微分\\n(8) 最適化と1階条件\\n(9) 合成関数の微分\\n(10)3Dグラフと偏微分\\n(11)2変数関数の最適化と1階条件\\n(12)2変数関数の最適化と2階条件\\n(13)条件付き最大・最小問題とラグランジュ乗数法\\n(14)条件付き最大・最小問題の応用問題条件付き\\n(15)最大・最小問題の図説(予算線と無差別曲線)\\n(16)期末試験,期末試験の筆記試験の結果(得点)で判定します.\\n毎回の演習問題提出で出席とし、授業回数の2/3以上の出席が必要です。,
130115,1,月2; 木2,行政法‐A,神山 智美,3 ; 4,専門教育科目 昼間主開講・発展科目,2,,1回目から15回目まではレジュメを配布する。行政法総論や行政救済法の参考書(教科書)は多く、そのなかで自身が使いやすいもの(予備校のテキスト等も含む)を持参して受講してもよい。教員が推奨する参考書は下欄に挙げる。\\n以下のようなスケジュールを予定している。(進度により変更することがある。)\\n1ガイダンス・行政法の基本構造\\n2法律による行政の原理\\n3行政法の基本原理\\n4行政体と行政機関・行政機関相互の関係\\n5行政立法・行政準則\\n6行政行為\\n7行政裁量\\n8行政契約・行政指導(レポート課題提示(予定))\\n9行政計画・行政調査\\n10行政上の義務履行確保\\n11行政上の不服申立て\\n12行政事件訴訟(1)\\n13行政事件訴訟(2)\\n14行政事件訴訟(3)\\n15損失補償・国家賠償(期末試験に代わり第15回目に授業のまとめと試験を実施する可能性もある。),達成目標を念頭に置いて、授業終了時に随時実施する小テストまたはレポート50%、期末試験 50%(持ち込み可のものもある)により、総合的に評価する。\\nただし、期末試験を期末レポートに変更する場合がありうる。(期末試験に代わり第15回目に授業のまとめと試験を実施する可能性もある。)\\n小テスト(中間レポート)等および期末レポートのいずれも、提出には経済学部棟2階に設置されたレポートボックスを活用予定である。,
130116,1,月2; 木2,調査データ解析-A,中村 真由美,3,専門教育科目 経済DSプログラム・発展科目,2,,1ガイダンス。基礎知識の復習。統計分析技法の概観1\\n2統計学の手法の概観2\\n3統計学の手法の概観3\\n4記述統計、多重クロス表分析\\n5記述統計、多重クロス表分析\\n6分散分析\\n7分散分析\\n8単回帰分析、重回帰分析\\n9重回帰分析\\n10重回帰分析\\n11ロジスティック回帰分析\\n12ロジスティック回帰分析\\n13因子分析\\n14因子分析\\n15まとめ・レポートについての質問受付,授業参加、分析作業、レポート2回(1回目のレポート40%、2回目のレポート60%)\\n【評価基準】\\n・授業中に指示された科学的な手法に従って、オリジナルの分析を進める\\n・分析テーマや手法は教員とよく相談し、教員のアドバイスに適宜従う\\n・分析テーマや手法に研究としてのオリジナリティがある\\n・授業中に指示されたフォーマットに沿ってレポートを仕上げる,
130117,1,月3; 木1,管理会計論‐A,森口 毅彦,3 ; 4,専門教育科目 昼間主開講・発展科目,2,,<管理会計論A>\\nI 管理会計の基礎\\n第1回	管理会計の領域\\n第2回	管理会計の基礎概念(1)経営管理と管理会計\\n第3回	管理会計の基礎概念(2)マネジメントの機能と管理会計\\nII CVP分析と利益計画\\n第4回	CVP分析の基礎概念\\n第5回	損益分岐点分析(1)CVP分析と損益分岐点分析\\n第6回	損益分岐点分析(2)損益分岐点分析の算式\\n第7回	CVP分析(1)CVP分析の基礎分析\\n第8回	CVP分析(2)CVP分析の発展分析\\n第9回	CVP分析(3)CVP分析の応用分析\\nIII 予算管理と原価管理\\n第10回	 予算管理(1)予算管理の意義\\n第11回	 予算管理(2)予算編成\\n第12回	 予算管理(3)予算差異分析\\n第13回	 原価管理(1)原価管理の意義\\n第14回	 原価管理(2)標準原価概念\\n第15回	 原価管理(3)標準原価の差異分析\\n第16回	 定期試験\\n<管理会計論B>\\nIV 事業部の業績評価とEVA/BSC\\nV 業務的意思決定\\nVI 戦略的意思決定と設備投資意思決定\\nVII 経営戦略と管理会計\\n「会計」と聞いてまず思い浮かべるのは; 簿記や財務会計だと思うが; 会計の分野にはもうひとつ「管理会計」と呼ばれる領域がある。そこで「管理会計論A・B」の講義では; まず; 管理会計は財務会計とどう違うのか; 管理会計はどんな性質をもったものなのか; といったところから話をはじめていく(「I 管理会計の基礎」)。そして; 【授業のねらい】で述べたように; 管理会計は「経営管理を目的とする会計」であるが; それがどういうものかを具体的に理解してもらうために; どういう経営管理問題に対して; どのような技法を用いて役立ちを図るのかを; 「II CVP分析と利益計画」から「VI 戦略的意思決定と設備投資意思決定」までの5つのテーマを通して解説していく。その際; まず各技法を支える基礎概念を整理し; その上で練習問題を通して具体的な適用を考察していく。また; 時間が許す限り; 「VII 経営戦略と管理会計」において; 経営戦略の実行を意図した戦略マネジメントをサポートする多様な戦略的コスト・マネジメント手法などについて解説する。\\n本講義「管理会計論A」では; 「I 管理会計の基礎」において管理会計の基礎的概念を習得した後; 「II CVP分析と利益計画」ならびに「III 予算管理と原価管理」を通して; 利益計画への役立ちを目的とした管理会計の代表的な諸技法について解説を行う。,定期試験の結果により評価を行う(100%)。\\nまた; 達成目標との関連に関しては; 達成目標1について30%; 2について70%で評価を行う。,
130123,1,木3; 木4,国際経営論‐A,岩内 秀徳,3 ; 4,専門教育科目 昼間主開講・発展科目,2,,1.(第1回―第10回)\\n日本企業の直接投資―直接投資の推移と企業活動のグローバル化、直接投資の定義、直接投資のさまざまな形態、直接投資のホストカントリーへの影響など。\\n第1回講義扱いの内容紹介\\n第2回日本企業の国際化\\n第3回直接投資の推移と企業活動のグローバル化1980年代~1990年代半ば\\n第4回直接投資の推移と企業活動のグローバル化1990年代後半~2000年代前半\\n第5回直接投資の推移と企業活動のグローバル化2007年・2008年以降\\n第6回直接投資の定義\\n第7回直接投資のさまざまな形態\\n第8回日本企業と日系企業\\n第9回直接投資のホストカントリーへの影響\\n第10回直接投資と海外経営\\n2.(第11回ー第15回)\\n日本企業の為替優位戦略\\n第11回外為、外為市場、\\n第12回外為の種類について\\n第13回輸入企業のそれぞれにみる為替リスクヘッジ\\n第14回輸出企業のそれぞれにみる為替リスクヘッジ\\n第15回為替リスクヘッジと資産運用,第1回の講義にて具体的に説明する。\\n下記1~3評価基準\\n設定した課題の意図を的確に理解したうえで記述している。\\n1レポート35%\\n設定した課題の意図を的確に理解したうえで記述している。\\nまたは\\n既存の意見を踏まえた上で、自分はどのように考えているかを述べている。\\n2小テスト25%\\n設定した課題の意図を的確に理解したうえで記述している。\\n3知識の確認シート40%\\n設定した課題の意図を的確に理解したうえで記述している。,インフルエンザ、部活関連などにて、当日にレポート提出、小テスト受験できなかった学生について\\n根拠となる書類(診断書、顧問の先生の捺印・サインつきの書類等)とともに、後日での課題レポート提出はOK\\nなお、書類が整う前での提出もOK(後日での根拠となる書類はマスト)
130124,1,木3; 木4,商法総則・商行為法‐A,石田 眞,3 ; 4,専門教育科目 昼間主開講・発展科目,2,,第1回 ガイダンス\\n第2回 商人1\\n第3回 商人2\\n第4回 営業1\\n第5回 営業2\\n第6回 商業登記1\\n第7回 商業登記2\\n第8回 商号1\\n第9回 商号2\\n第10回 商業帳簿・商業使用人1\\n第11回 商業帳簿・商業使用人2\\n第12回 商行為の意義と種類1\\n第13回 商行為の意義と種類2\\n第14回 商法が適用されることによる効果1\\n第15回 商法が適用されることになる効果2\\n第16回 第3ターム末試験,達成目標を念頭に作成した期末試験(100%)により、成績を評価する。,
130126,1,月2; 木2,調査データ解析,中村 真由美,4,専門教育科目 昼間主開講・発展科目,2,,1ガイダンス。基礎知識の復習。統計分析技法の概観1\\n2統計学の手法の概観2\\n3統計学の手法の概観3\\n4記述統計、多重クロス表分析\\n5記述統計、多重クロス表分析\\n6分散分析\\n7分散分析\\n8単回帰分析、重回帰分析\\n9重回帰分析\\n10重回帰分析\\n11ロジスティック回帰分析\\n12ロジスティック回帰分析\\n13因子分析\\n14因子分析\\n15まとめ・レポートについての質問受付,授業参加、分析作業、レポート2回(1回目のレポート40%、2回目のレポート60%)\\n【評価基準】\\n・授業中に指示された科学的な手法に従って、オリジナルの分析を進める\\n・分析テーマや手法は教員とよく相談し、教員のアドバイスに適宜従う\\n・分析テーマや手法に研究としてのオリジナリティがある\\n・授業中に指示されたフォーマットに沿ってレポートを仕上げる,
130128,1,木3; 木4,ファイナンスの基礎,横山 一憲,4,専門教育科目 昼間主開講・基礎科目,2,,単元としては一部数学III・Cまでの範囲で重なる内容もありますが; 主に高校の数学をこえた内容を扱います.数学の得意な人は; やさしいからといってあなどらないでください.数学の苦手な人も; 及び腰にならないで下さい.かならずマスターできます.授業では毎回; 問題演習の時間を設けます.数学は積み重ねが大切です.毎週出席して確実に習得して下さい.問題演習で分からないことがあれば、時間中やオフィスアワーを活用して積極的に質問してください.演習は出欠の集計を兼ねていますので; かならず提出してください.\\n(1)-(16)は便宜的にふった数字なので; かならずしもこの順序どおりにすすめるわけではないことに注意して下さい。.\\n(1) 指数の一般化1:x のマイナス乗\\n(2) 指数の一般化2:x の1/n 乗\\n(3) 指数関数とグラフ\\n(4) 対数と対数関数のグラフ\\n(5) 対数の計算\\n(6) 指数とマイナス乗の微分\\n(7) 指数関数・対数関数の微分\\n(8) 最適化と1階条件\\n(9) 合成関数の微分\\n(10)3Dグラフと偏微分\\n(11)2変数関数の最適化と1階条件\\n(12)2変数関数の最適化と2階条件\\n(13)条件付き最大・最小問題とラグランジュ乗数法\\n(14)条件付き最大・最小問題の応用問題条件付き\\n(15)最大・最小問題の図説(予算線と無差別曲線)\\n(16)期末試験,期末試験の筆記試験の結果(得点)で判定します.,
130603,1,木6; 木7,ミクロ経済学I‐A,大坂 洋,4,専門教育科目 夜間主開講・基礎科目,2,,1. ガイダンス・試験の考え方(基本・応用の二段階評価、AI 利用のルールなどの説明)\\n2. 変化率と平均変化率・瞬間変化率(微分の直感の復習:一次・二次関数を題材に)\\n3. グラフの読み方と描き方の基礎(縦軸・横軸、傾き・切片、接線のイメージなど、後の費用・効用グラフの準備)\\n4. 費用曲線の復習と限界費用・平均費用、完全競争での利潤最大化(価格=限界費用)の導入と基本計算\\n5. 効用関数と無差別曲線、角ハイボールと唐揚げの例による限界効用・限界代替率の直感的説明\\n6. 限界効用・限界代替率の厳密な定義(偏微分)、最適消費条件 \\(MU_1/p_1 = MU_2/p_2\\) の導出と基本計算\\n7. 損益分岐点・操業停止点(ミクロ経済学編):完全競争モデルにおける損益分岐・操業停止の条件とグラフ表現\\n8. 損益分岐点・操業停止点(会計学編):会計学の損益分岐分析との比較と、仮定の違いが判断に与える影響\\n9. 線形費用関数と価格比:費用関数が線形の場合に、投入要素価格の比が生産面の選択(投入比率)をどのように決めるかを説明\\n10. 平均費用曲線の底と限界費用の一致(直感と計算による説明、練習問題を含む)\\n11. 応用問題演習 I:最適消費と限界効用・限界代替率の計算問題と、その経済的解釈\\n12. 応用問題演習 II:利潤最大化・損益分岐点・操業停止点の計算問題と、グラフを使った確認\\n13. 応用問題演習 III:線形費用関数と価格比、生産面での意思決定に関する応用問題\\n14. 論述の書き方講習:会計学とミクロ経済学のモデルを比較する論述問題の構成・論理展開のしかたを学ぶ\\n15. 期末試験準備と全体のまとめ(試験後に時間があれば、設問の意図と解説),試験は基本問題と応用問題にわかれる。基本問題の8割取得が単位取得の条件である。それを合格したもののを秀優良可に振り分ける。秀は上位40%である。\\n基本問題は学習範囲からまんべんなく出題される。過去に出題範囲を誤解した学生が大量に不可になったことがあるので、出題範囲は、他の受講生からの情報収集もふくめ、正確に把握すること。\\n秀以上の成績は、選択の論述問題を最低一題、十分な点数をとることを条件にする。,
130604,1,木6; 木7,労働経済論‐A,金 鑫,3 ; 4,専門教育科目 夜間主開講・基礎科目,2,,第1回 イントロダクション―労働経済学とは何か\\n第2回 労働市場の需給分析\\n第3回 労働供給➀\\n第4回 労働供給2\\n第5回 労働需要➀\\n第6回 労働需要2\\n第7回 賃金決定の諸理論\\n第8回 賃金格差\\n第9回 失業\\n第10回 失業の理論\\n第11回 労働市場における情報の役割\\n第12回 人的資本理論\\n第13回 内部労働市場1\\n第14回 内部労働市場2\\n第15回 前期の総括,テストおよびレポートの内容から評価します。\\n・テスト:70%\\n・レポート:30%·\\n【評価基準】達成目標に示す内容を満たしていること。,
13417D,1-2,木2,専門ゼミナールIV,矢島 桂,4,専門教育科目 必修科目,2,,3年次前期は輪読を中心に進めます。\\n毎回報告者を決め; 報告者はワードかパワーポイントでレジュメを作成し; 文献の概要; 疑問点; 感想などを発表します。その後; 報告者のレジュメをもとに全員で議論をします。\\n3年次後期はグループ研究を行います。\\nインナー大会という他大学との学術交流の機会で研究報告を行うことを目標に; グループ研究を進めていきます。グループ研究は4年次の卒業論文の手習いとしての位置付けで; 卒業論文と同程度の水準を目指します。\\n例年次のようなスケジュールになります。\\n・6月〜10月:テーマ設定; 先行研究の整理; 調査; 報告準備\\n・11月:学内報告会での報告; 報告内容の修正\\n・12月:インナー大会での報告; 論文の執筆\\n・1月末〜2月初:論文の提出\\n4年次は前期に輪読と卒業論文; 後期は卒業論文を中心にゼミを進めます。\\n卒業論文は; 上記のグループ研究と同じスケジュールで進みます。\\n第1回 ガイダンス\\n第2-4回 テキストの輪読\\n第5-15回 グループ研究,演習での1報告; 2質疑応答をもとに評価します(100%)。\\n1授業内での報告: 自身の考えを明確に示すこと; 十分な根拠に基けること; 丹念に準備すること\\n2質疑応答: 報告内容をよく理解すること; 報告者の努力を汲み取ること; 報告者の考えの発展的展開を助けるためのコメントをすること,
13418D,1-2,木2,専門ゼミナールIV,両角 良子,4,専門教育科目 必修科目,2,,第1回:オリエンテーション\\nゼミの内容・成績評価・履修マナー・スケジュール・輪読用文献の確認\\n第2回~第15回:社会保障に関する文献の輪読,輪読準備・ディスカッション・報告の内容から評価します。\\n・輪読準備・ディスカッション:60%\\n・輪読箇所の報告:40%\\n評価基準:達成目標に示す内容をクリアしていること。\\n※就職活動でゼミに十分出席することができなかった場合\\n輪読で使用した書籍の書評レポートで評価します(100%)\\n評価基準:内容の理解と達成目標に掲げる能力がレポートに反映されていること。,・オフィスアワーについて\\n特定の時間にオフィスアワーをもうけません。質問等がある方は、まずは電子メールで相談してください。対面または非対面、いずれかの形で対応したいと思います。\\n・特殊事情が発生した場合について\\nシラバスに書かれている内容を部分的に変更して開講することがあります。\\nオンデマンド授業を行う可能性があります。
13424D,1-2,木2,専門ゼミナールIV,深澤 映司,4,専門教育科目 必修科目,2,,◆スケジュール(進捗状況に応じて変更の可能性あり)\\n第1回:ガイダンス/運営の仕方(報告の順番の決定など)\\n第2回:論文作成の技法(教員による解説など)\\n第3回:卒論のテーマの決定(各人による報告)\\n第4回:リサーチ・クエスチョンの設定1(各人による報告)\\n第5回:リサーチ・クエスチョンの設定2(各人による報告)\\n第6回:リサーチ・クエスチョンの設定3(各人による報告)\\n第7回:先行研究サーベイの結果について1(各人による報告)\\n第8回:先行研究サーベイの結果について2(各人による報告)\\n第9回:先行研究サーベイの結果について3(各人による報告)\\n第10回:制度・政策に関する調査の結果について1(各人による報告)\\n第11回:制度・政策に関する調査の結果について2(各人による報告)\\n第12回:制度・政策に関する調査の結果について3(各人による報告)\\n第13回:研究計画書の原案について1(各人による報告)\\n第14回:研究計画書の原案について2(各人による報告)\\n第15回:研究計画書の原案について3(各人による報告),評価は、(i) 各人の報告に用いられる資料の作成とゼミでの報告が的確に行われているか(30%)、(ii) 第2ターム末に各人から提出される最終的な研究計画書の内容(70%)を、総合的に踏まえる形で行います。\\nただし、3回以上欠席した場合は、正当な理由(忌引き、感染症への感染など)が認められない限り、上記(i)~(iii)にかかわらず、最終的な評価を「不可」とします。,
13427D,1-2,木2,専門ゼミナールIV,井坂 友紀,4,専門教育科目 必修科目,2,,1. ガイダンス(授業の進め方; 毎週の課題; スケジュールの確認)\\n2. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(1回目)\\n3. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(1回目)\\n4. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(1回目)\\n5. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(1回目)\\n6. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(1回目)\\n7. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(1回目)\\n8. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(1回目)\\n9. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(2回目)\\n10. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(2回目)\\n11. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(2回目)\\n12. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(2回目)\\n13. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(2回目)\\n14. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(2回目)\\n15. 【全員】この1週間の進捗報告/【担当者のみ】研究構想報告(2回目),成績評価の対象とウェイトは以下の通りである.\\n1. 提出物(50%)\\n<基準>\\n「進捗状況シート」への記入内容/「研究構想報告」パワーポイント資料の内容\\n2. 授業での活動・発言 (50%)\\n<基準>\\n「進捗状況シート」の内容に関する説明や質問への応答が的確にできているか/「研究構想報告」のプレゼンテーションが; 質問への応答も含め的確にできているか/他の学生の発表に対して質問ができているか,
13439D,1-2,木2,専門ゼミナールIV,馬 駿,4,専門教育科目 必修科目,2,,本演習では、企業の組織および人的資源マネジメントに関する論文やケースを取り上げ、ディスカッションを行う。授業の進め方や各回の詳細については、以下の授業計画を参照すること。\\n第1回 ゼミのオリエンテーション\\nゼミの進め方、受講者に求める姿勢、ならびにグループ研究の進め方について説明する。\\n第2回 研究テーマの選定(1)\\n各自の研究計画を発表し、全体ディスカッションを行う。\\n第3回 研究テーマの選定(2)\\n引き続き各自の研究計画を発表し、全体ディスカッションを行う。\\n第4回 研究テーマの選定(3)\\nこれまでの発表とディスカッションを踏まえ、参加者同士で調整を行い、グループ研究のメンバーを決定する。\\n第5回 グループ研究の報告(1)\\n1つのグループが研究内容を報告し、全体ディスカッションを行ったうえで、次回までの課題や目標を設定する。\\n第6回 グループ研究の報告(2)\\n引き続き1つのグループが研究内容を報告し、全体ディスカッションを行い、次回までの目標を確認する。\\n第7回 グループ研究の報告(3)\\n1つのグループが研究内容を報告し、全体ディスカッションを通じて研究内容を深める。\\n第8回 グループ研究の報告(4)\\n1つのグループが研究内容を報告し、ディスカッションを通じて課題点を整理する。\\n第9回 グループ研究の中間報告(1)\\n各グループの研究課題、仮説設定および検証の進捗を確認し、全体ディスカッションを通じて今後の進め方を検討する。\\n第10回 グループ研究の中間報告(2)\\n研究課題、仮説、分析内容について報告を行い、ディスカッションを通じて改善点を確認する。\\n第11回 グループ研究の中間報告(3)\\n各グループの研究内容を共有し、全体ディスカッションを通じて研究の完成度を高める。\\n第12回 グループ研究の中間報告(4)\\n研究内容を整理し、最終報告に向けた課題を明確にする。\\n第13回 グループ研究の中間報告(5)\\n最終報告に向けて研究内容をまとめ、ディスカッションを通じて最終調整を行う。\\n第14回 グループ研究の成果報告\\n各グループが研究課題、仮説設定、検証結果をまとめて報告し、全体ディスカッションを行う。\\n第15回 研究成果の最終報告・評価・総括\\n研究成果の最終報告を行い、授業全体の振り返りと総括を行う。,成績評価は、グループ研究への貢献度30%、ディスカッションへの参加度40%、研究成果に関するレポート30%として総合的に評価する。\\n研究成果に関するレポートについては、以下の基準に基づいて評価を行う。\\n1 設定した課題および問題意識を明確に示しているか\\n2 既存研究を整理・比較し、適切に説明しているか\\n3 問題意識に基づき、自分たちの考えを論理的に展開しているか\\n4 事例やデータを用い、適切な方法によって自分たちの考えを検証しているか,
13443D,1-2,木5,専門ゼミナールIV,岸本 壽生,4,専門教育科目 必修科目,2,,3年生:国際ビジネスに関する専門書の精読を行い、随時、ケーススタディに取り組む。また、それらに基づいたディスカッション主体の演習とする。\\nその他、国際ビジネスに関するディスカッションを中心とした演習を行うための、課題に取り組み、必要と実力に応じて外国文献も取り入れたい。また、ゼミ合宿や工場見学を行うことも考えている。さらに、ケーススタディ等を行う。今年度は、他大学との研究発表会等のイベントも行う。また、夏休みに海外研修旅行を行い場合がある(参加任意)。\\nなお、4年生と合同ゼミで、専門知識の習得を行う。また、随時、卒業論文作成を念頭に、個別指導を行う。後期は、個別研究と中間発表を行いながら卒業論文の作成していく。また、3年生と合同でケーススタディに取り組む。\\n第1回	イントロダクション\\n第2回	専門書講読+ディスカッション\\n第3回	専門書講読+ディスカッション\\n第4回	専門書講読+ディスカッション\\n第5回	専門書講読+ディスカッション\\n第6回	専門書講読+ディスカッション\\n第7回	専門書講読+ディスカッション\\n第8回	専門書講読+ディスカッション\\n第9回	専門書講読+ディスカッション\\n第10回	専門書講読+ディスカッション\\n第11回	専門書講読+ディスカッション\\n第12回	専門書講読+ディスカッション\\n第13回	ケーススタディ研究会\\n第14回	ケーススタディ発表会\\n第15回	ケーススタディ研究会,成績評価には、ケーススタディのスコアやゼミの受講態度(課題や発言)が反映されます。,
13445D,1-2,木2,専門ゼミナールIV,森口 毅彦,4,専門教育科目 必修科目,2,,各自のテーマの絞り込みと問題点の整理・明確化を通して卒業論文の作成準備を進めていきます。\\n第1回:授業概要の説明\\n第2回:卒論研究テーマの報告\\n第3回:卒論研究テーマに関する基礎的研究(1)\\n第4回:卒論研究テーマに関する基礎的研究(2)\\n第5回:卒論研究テーマに関する基礎的研究(3)\\n第6回:卒論研究テーマに関する基礎的研究(4)\\n第7回:卒論研究テーマに関する基礎的研究(5)\\n第8回:卒論研究テーマに関する基礎的研究のレポート報告(1)\\n第9回:卒論研究テーマに関する基礎的研究のレポート報告(2)\\n第10回:卒論研究テーマに関する基礎的研究のレポート修正報告\\n第11回:卒論研究計画の作成指導(1)\\n第12回:卒論研究計画の作成指導(2)\\n第13回:卒論研究計画の報告\\n第14回:卒論研究計画の修正\\n第15回:前期の卒論研究のまとめ,ゼミでの報告内容(40%); ゼミ活動へ参加(ディスカッションなど)の状況(30%); 作成した研究計画書(30%)をもとに評価します。\\n<評価基準>\\n報告内容:報告内容について; 正しく理解し; 説明できる\\nゼミ活動へ参加の状況:各授業内容を正しく理解したうえで; ディスカッションに参加し; 自分の意見を述べることができる\\n研究計画書:各授業内容を正しく理解したうえで; 研究計画書を的確に作成することができる,
13448D,1-2,木2,専門ゼミナールIV,横山 一憲,4,専門教育科目 必修科目,2,,基本的とされるオペレーションズ・リサーチの教科書を輪読します。予習内容--教科書の中身の詳細、なぜそのように説明してあるのか、なぜそう考えるのか等--を発表してもらい、演習を進めていきます。\\n1 単利と福利1\\n2 単利と福利2\\n3 現在価値と将来価値1\\n4 現在価値と将来価値2\\n5 終価係数と現価係数1\\n6 終価係数と現価係数2\\n7 CFがある場合の将来価値\\n8 CFがない場合の将来価\\n9 債券価格と金利1\\n10 債券価格と金利2\\n11 債券のduration1\\n12 債券のduration2\\n13 債券価格の変化とduration1\\n14 債券価格の変化とduration2\\n15 債券価格の変化とduration3,演習内容(100%)\\n評価基準:達成目標に示す内容について正しく理解している,
